PLAYER{[item0,Un-Dye][item0quantity,99][item1,none][item1quantity,0][item2,none][item2quantity,0][item3,none][item3quantity,0][item4,none][item4quantity,0][item5,none][item5quantity,0][item6,none][item6quantity,0][item7,none][item7quantity,0][item8,none][item8quantity,0][item9,none][item9quantity,0][item10,Overcoat (Cyan)][item10quantity,1][item11,none][item11quantity,0][item12,none][item12quantity,0][item13,Bunny Ears (Pink)][item13quantity,1][item14,none][item14quantity,0][item15,Cyan Dye][item15quantity,97][item16,Jeans (Cyan)][item16quantity,1][item17,none][item17quantity,0][item18,none][item18quantity,0][item19,none][item19quantity,0][item20,none][item20quantity,0][item21,Sailcloth (Cyan)][item21quantity,1][item22,none][item22quantity,0][item23,Cat Ears (Pink)][item23quantity,1][item24,Sneakers (Cyan)][item24quantity,1][item25,Short-sleeve Tee (Cyan)][item25quantity,1][item26,Sunglasses (Red)][item26quantity,1][item27,none][item27quantity,0][item28,none][item28quantity,0][item29,none][item29quantity,0][item30,none][item30quantity,0][item31,none][item31quantity,0][item32,none][item32quantity,0][item33,none][item33quantity,0][item34,none][item34quantity,0][item35,none][item35quantity,0][item36,none][item36quantity,0][item37,none][item37quantity,0][item38,none][item38quantity,0][item39,none][item39quantity,0][item40,none][item40quantity,0][item41,none][item41quantity,0][item42,Pink Dye][item42quantity,94][item43,none][item43quantity,0][item44,none][item44quantity,0][item45,none][item45quantity,0][item46,none][item46quantity,0][item47,none][item47quantity,0][item48,none][item48quantity,0][item49,none][item49quantity,0][hat,Dog Mask (Cyan)][shirt,Striped Shirt (Navy)][outerwear,clothingnone][pants,Super Shorts (Pink)][socks,Striped Socks (Cyan)][shoes,clothingnone][gloves,clothingnone][earrings,Piercing (Pink)][scarf,clothingnone][glasses,clothingnone][back,Cat Tail (Cyan)][sailcloth,Sailcloth (Navy)][accessory1,clothingnone][accessory2,clothingnone][accessory3,clothingnone][skin,Skin Peach][hair,Dirty Jack (Hair Solar Blond)][facialhair,clothingnone][eyes,Eyes Dot][gold,3000]}
SHIPPING_BIN{[id,farmShippingBin][numItems,0][area,FARM]}
PLACEABLE{[positionX,704][positionY,320][tileX,88][tileY,40][entitytype,FARMHOUSE][wallsDye,Pink Dye][roofDye,Black Dye][trimDye,Black Dye][area,FARM]}
PLACEABLE{[positionX,40][positionY,368][tileX,5][tileY,46][entitytype,GRASS][sprite,winterR][area,FARM]}
PLACEABLE{[positionX,3000][positionY,96][tileX,375][tileY,12][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,120][positionY,856][tileX,15][tileY,107][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,264][positionY,872][tileX,33][tileY,109][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,288][positionY,704][tileX,36][tileY,88][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,304][positionY,704][tileX,38][tileY,88][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,312][positionY,704][tileX,39][tileY,88][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,344][positionY,704][tileX,43][tileY,88][entitytype,GRASS][sprite,winterR][area,S0]}
PLACEABLE{[positionX,408][positionY,704][tileX,51][tileY,88][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,424][positionY,680][tileX,53][tileY,85][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,704][positionY,320][tileX,88][tileY,40][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,784][positionY,368][tileX,98][tileY,46][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,856][positionY,744][tileX,107][tileY,93][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,864][positionY,464][tileX,108][tileY,58][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,992][positionY,816][tileX,124][tileY,102][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,1128][positionY,816][tileX,141][tileY,102][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1136][positionY,816][tileX,142][tileY,102][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1224][positionY,816][tileX,153][tileY,102][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1264][positionY,808][tileX,158][tileY,101][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,1272][positionY,808][tileX,159][tileY,101][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1312][positionY,800][tileX,164][tileY,100][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,1360][positionY,808][tileX,170][tileY,101][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1400][positionY,608][tileX,175][tileY,76][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,1448][positionY,480][tileX,181][tileY,60][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1448][positionY,600][tileX,181][tileY,75][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1568][positionY,496][tileX,196][tileY,62][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1624][positionY,528][tileX,203][tileY,66][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,1640][positionY,568][tileX,205][tileY,71][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,1656][positionY,576][tileX,207][tileY,72][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1664][positionY,376][tileX,208][tileY,47][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,1704][positionY,584][tileX,213][tileY,73][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,1760][positionY,368][tileX,220][tileY,46][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1768][positionY,368][tileX,221][tileY,46][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1824][positionY,568][tileX,228][tileY,71][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,1840][positionY,160][tileX,230][tileY,20][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1880][positionY,352][tileX,235][tileY,44][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1904][positionY,736][tileX,238][tileY,92][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,1912][positionY,496][tileX,239][tileY,62][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1912][positionY,736][tileX,239][tileY,92][entitytype,GRASS][sprite,winterR][area,S0]}
PLACEABLE{[positionX,1968][positionY,752][tileX,246][tileY,94][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,2008][positionY,368][tileX,251][tileY,46][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2056][positionY,512][tileX,257][tileY,64][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2096][positionY,368][tileX,262][tileY,46][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2616][positionY,744][tileX,327][tileY,93][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2672][positionY,736][tileX,334][tileY,92][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2768][positionY,120][tileX,346][tileY,15][entitytype,GRASS][sprite,winterR][area,S0]}
PLACEABLE{[positionX,2984][positionY,104][tileX,373][tileY,13][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,368][positionY,704][tileX,46][tileY,88][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,744][positionY,368][tileX,93][tileY,46][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,800][positionY,368][tileX,100][tileY,46][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,856][positionY,464][tileX,107][tileY,58][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,896][positionY,784][tileX,112][tileY,98][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,936][positionY,800][tileX,117][tileY,100][entitytype,GRASS][sprite,winterR][area,S0]}
PLACEABLE{[positionX,1056][positionY,816][tileX,132][tileY,102][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1080][positionY,816][tileX,135][tileY,102][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1248][positionY,816][tileX,156][tileY,102][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1328][positionY,464][tileX,166][tileY,58][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1344][positionY,464][tileX,168][tileY,58][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1360][positionY,464][tileX,170][tileY,58][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1392][positionY,664][tileX,174][tileY,83][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,1400][positionY,472][tileX,175][tileY,59][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,1424][positionY,600][tileX,178][tileY,75][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1440][positionY,480][tileX,180][tileY,60][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1480][positionY,480][tileX,185][tileY,60][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1480][positionY,600][tileX,185][tileY,75][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1488][positionY,480][tileX,186][tileY,60][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1544][positionY,576][tileX,193][tileY,72][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,1616][positionY,504][tileX,202][tileY,63][entitytype,GRASS][sprite,winterR][area,S0]}
PLACEABLE{[positionX,1664][positionY,176][tileX,208][tileY,22][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,1728][positionY,256][tileX,216][tileY,32][entitytype,GRASS][sprite,winterR][area,S0]}
PLACEABLE{[positionX,1744][positionY,240][tileX,218][tileY,30][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,1912][positionY,352][tileX,239][tileY,44][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1920][positionY,744][tileX,240][tileY,93][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,1984][positionY,504][tileX,248][tileY,63][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2024][positionY,512][tileX,253][tileY,64][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2056][positionY,368][tileX,257][tileY,46][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2080][positionY,368][tileX,260][tileY,46][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2088][positionY,368][tileX,261][tileY,46][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2128][positionY,368][tileX,266][tileY,46][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2752][positionY,120][tileX,344][tileY,15][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,2792][positionY,576][tileX,349][tileY,72][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,2880][positionY,104][tileX,360][tileY,13][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2936][positionY,104][tileX,367][tileY,13][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,3008][positionY,88][tileX,376][tileY,11][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,904][positionY,464][tileX,113][tileY,58][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1040][positionY,816][tileX,130][tileY,102][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1072][positionY,816][tileX,134][tileY,102][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1392][positionY,464][tileX,174][tileY,58][entitytype,GRASS][sprite,winterR][area,S0]}
PLACEABLE{[positionX,1456][positionY,600][tileX,182][tileY,75][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1496][positionY,600][tileX,187][tileY,75][entitytype,GRASS][sprite,winterR][area,S0]}
PLACEABLE{[positionX,1592][positionY,496][tileX,199][tileY,62][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1600][positionY,496][tileX,200][tileY,62][entitytype,GRASS][sprite,winterR][area,S0]}
PLACEABLE{[positionX,1648][positionY,576][tileX,206][tileY,72][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,1712][positionY,168][tileX,214][tileY,21][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1712][positionY,256][tileX,214][tileY,32][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1840][positionY,536][tileX,230][tileY,67][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,1848][positionY,736][tileX,231][tileY,92][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,1864][positionY,352][tileX,233][tileY,44][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1928][positionY,160][tileX,241][tileY,20][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1968][positionY,504][tileX,246][tileY,63][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2064][positionY,368][tileX,258][tileY,46][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2584][positionY,744][tileX,323][tileY,93][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2632][positionY,744][tileX,329][tileY,93][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2760][positionY,120][tileX,345][tileY,15][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2760][positionY,272][tileX,345][tileY,34][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,200][positionY,872][tileX,25][tileY,109][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,296][positionY,704][tileX,37][tileY,88][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,872][positionY,752][tileX,109][tileY,94][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,888][positionY,768][tileX,111][tileY,96][entitytype,GRASS][sprite,winterR][area,S0]}
PLACEABLE{[positionX,1384][positionY,728][tileX,173][tileY,91][entitytype,GRASS][sprite,winterR][area,S0]}
PLACEABLE{[positionX,1512][positionY,592][tileX,189][tileY,74][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1776][positionY,168][tileX,222][tileY,21][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1864][positionY,160][tileX,233][tileY,20][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2648][positionY,744][tileX,331][tileY,93][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2736][positionY,272][tileX,342][tileY,34][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2776][positionY,272][tileX,347][tileY,34][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2848][positionY,112][tileX,356][tileY,14][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2896][positionY,104][tileX,362][tileY,13][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2912][positionY,104][tileX,364][tileY,13][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,608][positionY,192][tileX,76][tileY,24][entitytype,GRASS][sprite,winter][area,S0]}
PLACEABLE{[positionX,832][positionY,368][tileX,104][tileY,46][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1208][positionY,816][tileX,151][tileY,102][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1304][positionY,808][tileX,163][tileY,101][entitytype,GRASS][sprite,winterR][area,S0]}
PLACEABLE{[positionX,1416][positionY,472][tileX,177][tileY,59][entitytype,GRASS][sprite,winterR][area,S0]}
PLACEABLE{[positionX,2136][positionY,368][tileX,267][tileY,46][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,728][positionY,360][tileX,91][tileY,45][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,1240][positionY,816][tileX,155][tileY,102][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1288][positionY,376][tileX,161][tileY,47][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,1560][positionY,496][tileX,195][tileY,62][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,1576][positionY,496][tileX,197][tileY,62][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1672][positionY,264][tileX,209][tileY,33][entitytype,GRASS][sprite,winterR][area,S0]}
PLACEABLE{[positionX,1696][positionY,576][tileX,212][tileY,72][entitytype,GRASS][sprite,winterR][area,S0]}
PLACEABLE{[positionX,2696][positionY,736][tileX,337][tileY,92][entitytype,GRASS][sprite,winterR][area,S0]}
PLACEABLE{[positionX,2712][positionY,272][tileX,339][tileY,34][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1408][positionY,472][tileX,176][tileY,59][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1880][positionY,160][tileX,235][tileY,20][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1904][positionY,352][tileX,238][tileY,44][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1976][positionY,160][tileX,247][tileY,20][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,960][positionY,808][tileX,120][tileY,101][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1528][positionY,592][tileX,191][tileY,74][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1696][positionY,376][tileX,212][tileY,47][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1768][positionY,504][tileX,221][tileY,63][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,1864][positionY,496][tileX,233][tileY,62][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2040][positionY,368][tileX,255][tileY,46][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2552][positionY,744][tileX,319][tileY,93][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2664][positionY,736][tileX,333][tileY,92][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,176][positionY,872][tileX,22][tileY,109][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,288][positionY,864][tileX,36][tileY,108][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,864][positionY,744][tileX,108][tileY,93][entitytype,GRASS][sprite,winterR][area,S0]}
PLACEABLE{[positionX,1896][positionY,352][tileX,237][tileY,44][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2800][positionY,112][tileX,350][tileY,14][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,232][positionY,872][tileX,29][tileY,109][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1696][positionY,256][tileX,212][tileY,32][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1896][positionY,160][tileX,237][tileY,20][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1216][positionY,816][tileX,152][tileY,102][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1032][positionY,816][tileX,129][tileY,102][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,1680][positionY,168][tileX,210][tileY,21][entitytype,GRASS][sprite,winterC][area,S0]}
PLACEABLE{[positionX,2784][positionY,664][tileX,348][tileY,83][entitytype,GRASS][sprite,winterL][area,S0]}
PLACEABLE{[positionX,960][positionY,736][tileX,120][tileY,92][entitytype,WILD_APPLE_TREE][sprite,winter4][growth,4][fruitAvailable,False][isWild,True][age,213][area,S0]}
PLACEABLE{[positionX,1208][positionY,744][tileX,151][tileY,93][entitytype,WILD_APPLE_TREE][sprite,winter4][growth,4][fruitAvailable,False][isWild,True][age,121][area,S0]}
PLACEABLE{[positionX,2600][positionY,672][tileX,325][tileY,84][entitytype,WILD_APPLE_TREE][sprite,winter4][growth,4][fruitAvailable,False][isWild,True][age,67][area,S0]}
PLACEABLE{[positionX,1952][positionY,288][tileX,244][tileY,36][entitytype,WILD_APPLE_TREE][sprite,winter4][growth,4][fruitAvailable,False][isWild,True][age,59][area,S0]}
PLACEABLE{[positionX,1936][positionY,345][tileX,242][tileY,43][entitytype,WILD_BUSH][sprite,winter][fruitAvailable,False][isWild,True][area,S0]}
PLACEABLE{[positionX,1032][positionY,801][tileX,129][tileY,100][entitytype,WILD_BUSH][sprite,winter][fruitAvailable,False][isWild,True][area,S0]}
PLACEABLE{[positionX,1464][positionY,800][tileX,183][tileY,100][entitytype,IRON_ROCK][area,S0]}
PLACEABLE{[positionX,1280][positionY,736][tileX,160][tileY,92][entitytype,WILD_APPLE_TREE][sprite,winter4][growth,4][fruitAvailable,False][isWild,True][age,48][area,S0]}
PLACEABLE{[positionX,1112][positionY,744][tileX,139][tileY,93][entitytype,WILD_APPLE_TREE][sprite,winter4][growth,4][fruitAvailable,False][isWild,True][age,46][area,S0]}
PLACEABLE{[positionX,2616][positionY,672][tileX,327][tileY,84][entitytype,WILD_APPLE_TREE][sprite,winter4][growth,4][fruitAvailable,False][isWild,True][age,45][area,S0]}
PLACEABLE{[positionX,752][positionY,360][tileX,94][tileY,45][entitytype,WEEDS][area,S0]}
PLACEABLE{[positionX,1136][positionY,744][tileX,142][tileY,93][entitytype,WILD_APPLE_TREE][sprite,winter4][growth,4][fruitAvailable,False][isWild,True][age,42][area,S0]}
PLACEABLE{[positionX,672][positionY,240][tileX,84][tileY,30][entitytype,WEEDS][area,S0]}
PLACEABLE{[positionX,1864][positionY,88][tileX,233][tileY,11][entitytype,WILD_PINE_TREE][sprite,winter4][growth,4][fruitAvailable,False][isWild,True][age,39][area,S0]}
PLACEABLE{[positionX,3008][positionY,80][tileX,376][tileY,10][entitytype,ROCK][area,S0]}
PLACEABLE{[positionX,2664][positionY,664][tileX,333][tileY,83][entitytype,WILD_APPLE_TREE][sprite,winter4][growth,4][fruitAvailable,False][isWild,True][age,37][area,S0]}
PLACEABLE{[positionX,1720][positionY,368][tileX,215][tileY,46][entitytype,BRANCH][area,S0]}
PLACEABLE{[positionX,1776][positionY,360][tileX,222][tileY,45][entitytype,ROCK][area,S0]}
PLACEABLE{[positionX,704][positionY,568][tileX,88][tileY,71][entitytype,CRATE][area,S0]}
PLACEABLE{[positionX,2960][positionY,32][tileX,370][tileY,4][entitytype,WILD_APPLE_TREE][sprite,winter4][growth,4][fruitAvailable,False][isWild,True][age,34][area,S0]}
PLACEABLE{[positionX,1384][positionY,449][tileX,173][tileY,56][entitytype,WILD_BUSH][sprite,winter][fruitAvailable,False][isWild,True][area,S0]}
PLACEABLE{[positionX,680][positionY,776][tileX,85][tileY,97][entitytype,ROCK][area,S0]}
PLACEABLE{[positionX,1312][positionY,728][tileX,164][tileY,91][entitytype,WILD_APPLE_TREE][sprite,winter4][growth,4][fruitAvailable,False][isWild,True][age,34][area,S0]}
PLACEABLE{[positionX,1832][positionY,88][tileX,229][tileY,11][entitytype,WILD_PINE_TREE][sprite,winter4][growth,4][fruitAvailable,False][isWild,True][age,32][area,S0]}
PLACEABLE{[positionX,2952][positionY,256][tileX,369][tileY,32][entitytype,CRATE][area,S0]}
PLACEABLE{[positionX,800][positionY,744][tileX,100][tileY,93][entitytype,ROCK][area,S0]}
PLACEABLE{[positionX,2696][positionY,664][tileX,337][tileY,83][entitytype,WILD_APPLE_TREE][sprite,winter4][growth,4][fruitAvailable,False][isWild,True][age,30][area,S0]}
PLACEABLE{[positionX,760][positionY,560][tileX,95][tileY,70][entitytype,CRATE_PILE][area,S0]}
PLACEABLE{[positionX,1352][positionY,793][tileX,169][tileY,99][entitytype,WILD_BUSH][sprite,winter][fruitAvailable,False][isWild,True][area,S0]}
PLACEABLE{[positionX,1880][positionY,152][tileX,235][tileY,19][entitytype,WEEDS][area,S0]}
PLACEABLE{[positionX,256][positionY,696][tileX,32][tileY,87][entitytype,CRATE][area,S0]}
PLACEABLE{[positionX,760][positionY,768][tileX,95][tileY,96][entitytype,ROCK][area,S0]}
PLACEABLE{[positionX,232][positionY,864][tileX,29][tileY,108][entitytype,COAL_ROCK][area,S0]}
PLACEABLE{[positionX,1960][positionY,152][tileX,245][tileY,19][entitytype,CRATE][area,S0]}
PLACEABLE{[positionX,2576][positionY,672][tileX,322][tileY,84][entitytype,WILD_APPLE_TREE][sprite,winter4][growth,4][fruitAvailable,False][isWild,True][age,26][area,S0]}
PLACEABLE{[positionX,1816][positionY,568][tileX,227][tileY,71][entitytype,ROCK][area,S0]}
PLACEABLE{[positionX,720][positionY,888][tileX,90][tileY,111][entitytype,DYNAMITE][area,S0]}
PLACEABLE{[positionX,120][positionY,848][tileX,15][tileY,106][entitytype,COAL_ROCK][area,S0]}
PLACEABLE{[positionX,1976][positionY,296][tileX,247][tileY,37][entitytype,WILD_APPLE_TREE][sprite,winter4][growth,4][fruitAvailable,False][isWild,True][age,23][area,S0]}
PLACEABLE{[positionX,1352][positionY,449][tileX,169][tileY,56][entitytype,WILD_BUSH][sprite,winter][fruitAvailable,False][isWild,True][area,S0]}
PLACEABLE{[positionX,992][positionY,744][tileX,124][tileY,93][entitytype,WILD_APPLE_TREE][sprite,winter2][growth,2][fruitAvailable,False][isWild,True][age,23][area,S0]}
PLACEABLE{[positionX,128][positionY,856][tileX,16][tileY,107][entitytype,COAL_ROCK][area,S0]}
PLACEABLE{[positionX,648][positionY,208][tileX,81][tileY,26][entitytype,ROCK][area,S0]}
PLACEABLE{[positionX,1992][positionY,296][tileX,249][tileY,37][entitytype,WILD_APPLE_TREE][sprite,winter3][growth,3][fruitAvailable,False][isWild,True][age,22][area,S0]}
PLACEABLE{[positionX,2088][positionY,504][tileX,261][tileY,63][entitytype,WEEDS][area,S0]}
PLACEABLE{[positionX,1408][positionY,592][tileX,176][tileY,74][entitytype,IRON_ROCK][area,S0]}
PLACEABLE{[positionX,512][positionY,760][tileX,64][tileY,95][entitytype,DYNAMITE][area,S0]}
PLACEABLE{[positionX,840][positionY,360][tileX,105][tileY,45][entitytype,BRANCH][area,S0]}
PLACEABLE{[positionX,1560][positionY,800][tileX,195][tileY,100][entitytype,IRON_ROCK][area,S0]}
PLACEABLE{[positionX,2816][positionY,104][tileX,352][tileY,13][entitytype,BRANCH][area,S0]}
PLACEABLE{[positionX,1848][positionY,496][tileX,231][tileY,62][entitytype,IRON_ROCK][area,S0]}
PLACEABLE{[positionX,1504][positionY,472][tileX,188][tileY,59][entitytype,IRON_ROCK][area,S0]}
